Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Group
Female,32,No,4.0,Doctor,No,1.0,Low,Solar,D
Male,36,Yes,2.0,Artist,Yes,8.0,High,Solar,C
Male,45,Yes,3.0,Marketing,Yes,9.0,Low,Solar,C
Male,29,No,3.0,Healthcare,Yes,,Low,Solar,D
Male,37,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
Female,48,Yes,4.0,Doctor,Yes,1.0,Average,Solar,C
Female,65,No,2.0,Artist,Yes,0.0,Low,Biomass,B
Male,39,No,2.0,Marketing,No,1.0,Low,Solar,A
Male,25,No,7.0,Entertainment,No,1.0,Low,Hydro,D
Female,49,Yes,5.0,Artist,No,5.0,Low,Solar,C
Female,77,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
Female,38,No,1.0,Artist,Yes,9.0,Low,Solar,A
Male,19,No,6.0,Marketing,Yes,0.0,Low,Hydro,D
Female,76,Yes,2.0,Lawyer,Yes,1.0,High,Solar,B
Male,28,No,4.0,Doctor,Yes,0.0,Low,Solar,D
Male,51,Yes,3.0,Doctor,Yes,1.0,Average,Wind,B
Female,28,No,5.0,Doctor,Yes,0.0,Low,Not Interested,D
Female,42,No,1.0,Healthcare,Yes,0.0,Low,Biomass,A
Male,45,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
Male,63,Yes,3.0,Executive,Yes,6.0,High,Solar,C
Female,18,No,6.0,Doctor,No,0.0,Low,Solar,D
Male,26,No,4.0,Artist,Yes,7.0,Low,Solar,D
Male,31,Yes,2.0,Artist,Yes,,Average,Biomass,A
Male,43,No,4.0,Entertainment,Yes,5.0,Low,Biomass,B
Female,60,Yes,,Artist,Yes,7.0,Low,Solar,B
Female,36,No,1.0,Artist,Yes,0.0,Low,Solar,A
Male,32,No,4.0,Healthcare,No,1.0,Low,Biomass,D
Male,68,Yes,1.0,Lawyer,Yes,,Low,,B
Male,60,Yes,1.0,Entertainment,Yes,1.0,Low,Solar,A
Female,42,No,1.0,Artist,Yes,0.0,Low,Hydro,A
Female,18,No,5.0,Healthcare,No,6.0,Low,,D
Male,69,Yes,2.0,Lawyer,No,0.0,High,Solar,B
Female,42,No,,Doctor,Yes,0.0,Low,Solar,A
Female,70,Yes,1.0,Artist,Yes,1.0,Low,Solar,C
Male,25,No,3.0,Healthcare,Yes,1.0,Low,Solar,D
Male,56,Yes,3.0,Entertainment,Yes,1.0,Average,Solar,C
Female,40,No,1.0,Artist,Yes,9.0,Low,Solar,B
Male,23,No,6.0,Healthcare,No,1.0,Low,Solar,D
Female,20,No,4.0,Marketing,No,3.0,Low,Not Interested,D
Female,39,No,1.0,Entertainment,Yes,2.0,Low,Solar,A
Female,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,28,No,,Entertainment,Yes,,Low,Geothermal,D
Male,40,Yes,2.0,Engineer,No,1.0,Average,Solar,C
Female,60,,4.0,Engineer,Yes,1.0,Average,Biomass,C
Male,33,No,4.0,Healthcare,No,3.0,Low,Solar,D
Male,20,Yes,2.0,Doctor,No,14.0,Low,Solar,D
Female,35,No,4.0,Artist,No,7.0,Low,Solar,A
Male,27,No,5.0,Doctor,Yes,0.0,Low,Solar,D
Female,42,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Male,30,Yes,4.0,Marketing,No,0.0,Low,Hydro,D
Female,56,Yes,2.0,Executive,Yes,0.0,Average,Solar,C
Male,28,Yes,2.0,Entertainment,Yes,0.0,Average,Solar,A
Female,38,Yes,2.0,Artist,Yes,6.0,Average,Solar,B
Male,26,No,1.0,Entertainment,Yes,9.0,Low,Biomass,D
Male,36,No,1.0,Engineer,No,0.0,Low,Solar,A
Male,56,No,1.0,Entertainment,No,0.0,Low,Solar,A
Male,26,No,1.0,Entertainment,Yes,0.0,Low,Solar,D
Male,28,No,4.0,Artist,Yes,4.0,Low,Solar,D
Male,32,No,5.0,Healthcare,No,0.0,Low,Solar,D
Female,52,No,1.0,Artist,Yes,4.0,Low,Solar,A
Female,23,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,23,No,5.0,Healthcare,No,,Low,Hydro,D
Male,50,Yes,2.0,Artist,Yes,0.0,Low,Solar,C
Male,26,Yes,2.0,Artist,Yes,,Low,Solar,A
Male,40,Yes,2.0,Entertainment,Yes,8.0,Low,Solar,A
Female,53,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Male,63,Yes,3.0,Artist,Yes,0.0,Average,Not Interested,C
Male,62,Yes,3.0,Executive,Yes,0.0,High,Solar,C
Female,38,No,1.0,Artist,Yes,1.0,Low,Solar,A
Female,57,Yes,2.0,Artist,No,1.0,Average,Biomass,C
Female,43,No,1.0,Artist,Yes,9.0,Low,Solar,A
Male,21,No,3.0,Marketing,No,1.0,Low,Hydro,D
Male,22,No,5.0,Healthcare,No,0.0,Low,Solar,D
Male,68,Yes,1.0,Artist,Yes,1.0,Low,Solar,B
Female,28,No,1.0,Healthcare,Yes,0.0,Low,Solar,D
Male,33,Yes,2.0,Artist,Yes,0.0,Average,Solar,A
Female,38,No,1.0,Artist,Yes,8.0,Low,Solar,B
Male,23,No,5.0,Healthcare,No,0.0,Low,Hydro,D
Female,41,No,1.0,Healthcare,Yes,,Low,Solar,A
Female,41,No,1.0,Homemaker,Yes,,Low,Hydro,A
Female,39,No,1.0,Doctor,Yes,4.0,Low,Solar,B
Female,49,Yes,2.0,Entertainment,No,9.0,High,Solar,A
Female,33,Yes,2.0,Homemaker,Yes,,Average,Solar,A
Male,79,Yes,1.0,Lawyer,No,0.0,Low,Solar,D
Male,38,Yes,4.0,Artist,Yes,6.0,Average,Solar,C
Male,21,No,4.0,Healthcare,No,1.0,Low,Solar,D
Female,68,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
Male,31,No,3.0,Artist,Yes,0.0,Low,Solar,D
Male,46,Yes,3.0,Artist,No,1.0,Low,Wind,C
Male,35,Yes,2.0,Artist,Yes,9.0,Average,Solar,A
Female,42,No,3.0,Artist,Yes,8.0,Low,Biomass,A
Male,87,Yes,1.0,Lawyer,No,0.0,Low,,A
Female,38,No,1.0,Artist,Yes,8.0,Low,Solar,B
Female,88,Yes,1.0,Lawyer,No,2.0,High,Solar,A
Female,42,No,1.0,Artist,Yes,9.0,Low,Solar,A
Female,26,Yes,2.0,Artist,Yes,4.0,Average,Wind,D
Male,35,Yes,3.0,Executive,Yes,0.0,High,Solar,C
Female,41,Yes,2.0,Engineer,No,3.0,High,Solar,C
Male,37,Yes,2.0,Doctor,Yes,1.0,Average,Tidal,C
Female,41,Yes,4.0,Engineer,Yes,8.0,Average,Hydro,B
Male,35,No,5.0,Artist,,6.0,Low,Biomass,A
Female,33,No,9.0,Marketing,Yes,0.0,Low,Not Interested,D
Female,61,Yes,4.0,Engineer,Yes,2.0,Average,Biomass,C
Female,19,No,3.0,Doctor,No,1.0,Low,Tidal,D
Female,50,No,1.0,Artist,Yes,4.0,Low,Solar,B
Female,48,Yes,4.0,Engineer,No,0.0,Average,Hydro,B
Male,57,Yes,3.0,Marketing,No,1.0,Average,Hydro,C
Female,72,Yes,3.0,Engineer,No,1.0,Average,Hydro,C
Female,39,No,,Engineer,No,4.0,Low,Wind,A
Female,49,Yes,3.0,Doctor,Yes,0.0,Low,Hydro,B
Female,41,No,4.0,Entertainment,Yes,0.0,Low,Hydro,A
Male,65,Yes,7.0,Executive,No,2.0,High,Hydro,B
Female,22,No,3.0,Marketing,No,0.0,Low,Hydro,D
Female,23,No,4.0,Healthcare,No,0.0,Low,Hydro,D
Female,41,Yes,1.0,Artist,No,0.0,Low,Hydro,A
Female,42,Yes,3.0,Engineer,Yes,0.0,Low,Hydro,A
Male,18,No,3.0,Healthcare,No,0.0,Low,Hydro,D
Male,49,Yes,2.0,Doctor,No,1.0,Low,Hydro,A
Female,40,Yes,2.0,Doctor,No,0.0,Low,Hydro,A
Male,50,Yes,5.0,Executive,No,1.0,Average,Hydro,B
Female,19,No,3.0,Healthcare,No,6.0,Low,Hydro,D
Male,22,No,6.0,Healthcare,No,0.0,Low,Hydro,D
Male,23,No,8.0,,No,1.0,Low,Hydro,D
Male,27,No,6.0,Artist,Yes,4.0,Low,Hydro,D
Male,55,Yes,8.0,Executive,No,0.0,High,Hydro,B
Male,32,Yes,6.0,,No,1.0,Average,Hydro,D
Male,57,Yes,2.0,Entertainment,No,,Low,Wind,A
Male,80,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Male,43,Yes,4.0,Executive,No,0.0,Low,Solar,A
Female,79,Yes,2.0,Lawyer,No,1.0,High,Solar,A
Male,25,No,3.0,Entertainment,No,1.0,Low,Solar,D
Female,58,Yes,4.0,Homemaker,Yes,0.0,Average,Solar,C
Female,78,Yes,2.0,Lawyer,Yes,,High,Solar,B
Male,76,Yes,2.0,Lawyer,Yes,1.0,Low,Solar,A
Male,27,No,3.0,Healthcare,No,1.0,Low,,D
Male,47,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,43,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Male,31,No,4.0,Healthcare,Yes,1.0,Low,Solar,D
Male,27,No,7.0,Healthcare,No,0.0,Low,Solar,D
Male,31,No,4.0,Healthcare,Yes,0.0,Low,Solar,D
Male,46,Yes,2.0,Artist,Yes,1.0,Low,Solar,C
Male,48,Yes,4.0,Executive,Yes,1.0,Average,Solar,C
Male,51,Yes,2.0,Doctor,Yes,,Low,,C
Male,57,Yes,2.0,Doctor,No,0.0,Average,Solar,C
Female,30,No,1.0,Doctor,Yes,0.0,Low,Solar,D
Female,37,No,3.0,Marketing,Yes,,Low,Solar,A
Female,31,No,2.0,Artist,Yes,14.0,Low,Solar,D
Male,49,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,56,Yes,4.0,Artist,Yes,1.0,Low,Hydro,C
Male,83,Yes,2.0,Lawyer,No,8.0,High,Solar,B
Male,32,No,1.0,Healthcare,Yes,,Low,Solar,D
Male,63,Yes,4.0,Artist,Yes,5.0,Average,Solar,C
Female,71,Yes,2.0,Doctor,Yes,1.0,Average,Solar,C
Male,50,Yes,4.0,Artist,No,0.0,Low,Solar,C
Male,31,No,5.0,Artist,Yes,4.0,Low,Solar,D
Male,60,Yes,6.0,Entertainment,No,0.0,Average,Solar,C
Female,71,Yes,2.0,Lawyer,Yes,8.0,High,Solar,C
Male,49,Yes,6.0,Doctor,Yes,0.0,Average,Hydro,C
Male,74,Yes,1.0,Lawyer,Yes,9.0,Low,Solar,C
Male,51,Yes,6.0,Artist,Yes,1.0,Average,Solar,C
Male,61,Yes,,Entertainment,No,0.0,Low,Solar,A
Male,46,No,3.0,Engineer,Yes,0.0,Low,Solar,C
Male,39,Yes,2.0,Doctor,No,2.0,Average,Solar,B
Male,85,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
Female,31,Yes,2.0,Artist,Yes,1.0,Average,Solar,A
Male,39,Yes,3.0,Executive,Yes,4.0,High,Solar,C
Female,48,Yes,2.0,Doctor,No,1.0,High,Solar,B
Male,71,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
Female,31,No,1.0,Healthcare,Yes,,Low,Not Interested,D
Female,32,No,5.0,Healthcare,Yes,0.0,Low,Solar,D
Female,55,Yes,1.0,Engineer,No,0.0,Low,Solar,B
Male,46,Yes,2.0,Artist,Yes,0.0,High,Solar,C
Male,53,Yes,2.0,Doctor,Yes,,Average,Solar,C
Male,50,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,45,No,1.0,Artist,Yes,1.0,Low,Solar,A
Male,33,Yes,2.0,Executive,No,1.0,Average,Hydro,A
Female,29,Yes,2.0,Engineer,No,5.0,Low,Solar,D
Male,35,No,1.0,Artist,Yes,8.0,Low,Solar,A
Male,25,No,1.0,Doctor,No,1.0,Low,Solar,D
Male,26,No,3.0,Healthcare,Yes,0.0,Low,Solar,D
Male,48,No,2.0,Artist,Yes,1.0,Low,Solar,B
Male,66,Yes,3.0,Lawyer,No,0.0,High,Solar,B
Female,38,Yes,3.0,Artist,No,0.0,Low,Solar,B
Male,65,Yes,3.0,Entertainment,Yes,2.0,Average,Solar,C
Male,87,Yes,1.0,Lawyer,No,1.0,Low,Solar,A
Male,20,No,3.0,Healthcare,No,1.0,Low,Solar,D
Male,19,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,22,No,4.0,Healthcare,No,9.0,Low,Solar,D
Male,18,No,,Healthcare,No,0.0,Low,Solar,D
Male,18,No,9.0,Marketing,No,1.0,Low,Solar,D
Male,19,No,,Healthcare,No,0.0,Low,Hydro,D
Male,19,No,3.0,Healthcare,No,1.0,Low,Biomass,D
Male,22,No,8.0,Healthcare,No,0.0,Low,Solar,D
Male,31,No,4.0,Healthcare,No,4.0,Low,Solar,D
Male,63,Yes,2.0,Artist,No,0.0,Average,Solar,C
Male,43,No,1.0,Artist,Yes,1.0,Low,Solar,A
Male,73,No,,Engineer,No,0.0,Low,Hydro,B
Female,39,Yes,2.0,Engineer,No,0.0,Low,Solar,A
Male,31,No,5.0,Healthcare,Yes,1.0,Low,Solar,D
Male,31,No,5.0,Artist,Yes,0.0,Low,Solar,D
Male,43,Yes,4.0,Artist,No,0.0,Average,Biomass,B
Male,52,Yes,3.0,Artist,No,0.0,Average,Solar,C
Female,63,Yes,3.0,Doctor,Yes,0.0,Average,Solar,C
Male,51,Yes,4.0,Executive,Yes,1.0,High,Solar,C
Male,35,Yes,7.0,Healthcare,Yes,1.0,Low,Hydro,C
Female,32,Yes,2.0,Entertainment,No,,Average,Hydro,A
Female,39,Yes,4.0,Homemaker,Yes,9.0,High,Solar,C
Female,25,No,6.0,Healthcare,No,1.0,Low,Geothermal,D
Male,20,No,5.0,Healthcare,No,0.0,Low,Hydro,D
Female,33,No,1.0,Homemaker,No,9.0,Low,Solar,D
Male,36,Yes,5.0,Executive,No,0.0,Average,Hydro,A
Female,35,Yes,2.0,Doctor,Yes,,Low,Solar,B
Female,42,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Female,52,Yes,5.0,Artist,Yes,2.0,Average,Solar,C
Female,42,Yes,2.0,Engineer,Yes,1.0,Low,Solar,C
Female,57,Yes,2.0,Homemaker,No,,High,Solar,C
Female,30,No,3.0,Entertainment,Yes,1.0,Low,Solar,D
Female,73,Yes,2.0,Lawyer,Yes,1.0,High,Solar,C
Male,66,Yes,2.0,Engineer,Yes,3.0,High,Solar,C
Female,62,Yes,5.0,Artist,Yes,9.0,Average,Biomass,C
Female,36,Yes,1.0,Artist,Yes,4.0,Low,Wind,B
Male,33,No,3.0,Engineer,No,0.0,Low,Hydro,D
Male,28,No,8.0,Healthcare,No,0.0,Low,Hydro,D
Female,48,Yes,2.0,Artist,Yes,3.0,Average,Solar,C
Female,53,Yes,2.0,Artist,Yes,1.0,Average,Solar,C
Female,27,Yes,,Doctor,No,1.0,Low,Wind,D
Female,71,Yes,2.0,Marketing,No,0.0,High,Hydro,B
Male,35,Yes,2.0,Artist,Yes,9.0,Average,Hydro,A
Female,41,No,1.0,Artist,Yes,0.0,Low,Hydro,B
Female,39,Yes,4.0,Entertainment,No,0.0,Low,Hydro,A
Female,79,Yes,2.0,Lawyer,No,1.0,High,Hydro,A
Female,29,No,8.0,Engineer,No,9.0,Low,Hydro,D
Female,33,No,7.0,Artist,Yes,7.0,Low,Hydro,D
Female,31,No,,Healthcare,No,0.0,Low,Hydro,D
Male,25,Yes,3.0,Engineer,No,4.0,Average,Hydro,D
Female,43,,3.0,Engineer,No,2.0,Average,Hydro,B
Female,52,Yes,1.0,Doctor,No,4.0,Low,Hydro,A
Male,41,Yes,7.0,Executive,No,0.0,High,Hydro,A
Female,27,Yes,6.0,Doctor,No,,High,Hydro,D
Female,39,Yes,5.0,Engineer,No,1.0,Average,Hydro,B
Male,32,No,7.0,Doctor,No,3.0,Low,Hydro,D
Male,19,No,5.0,Healthcare,No,1.0,Low,Hydro,D
Male,58,,,,No,1.0,High,Hydro,C
Male,30,No,3.0,Artist,Yes,1.0,Low,Hydro,D
Female,31,No,6.0,Engineer,Yes,0.0,Low,Hydro,D
Female,43,Yes,4.0,Engineer,No,,Average,Hydro,B
Female,63,Yes,6.0,Marketing,No,,Average,Hydro,B
Female,37,Yes,3.0,Engineer,Yes,,Average,Hydro,B
Male,37,Yes,6.0,Artist,No,0.0,Average,Hydro,B
Female,31,Yes,2.0,Homemaker,Yes,9.0,Average,,D
Female,38,No,1.0,Artist,Yes,4.0,Low,Solar,B
Female,41,Yes,6.0,Entertainment,Yes,,High,Solar,B
Female,45,Yes,3.0,Artist,Yes,3.0,Average,Solar,C
Male,35,Yes,4.0,Doctor,Yes,,Average,Solar,C
Female,43,Yes,5.0,Engineer,No,1.0,Low,Tidal,A
Female,33,No,3.0,Healthcare,No,,Low,Hydro,D
Male,26,No,3.0,Homemaker,No,14.0,Low,Wind,D
Female,39,Yes,2.0,Artist,No,,Average,Solar,C
Male,49,Yes,2.0,Artist,No,1.0,High,Solar,C
Male,47,,2.0,,No,0.0,Average,Solar,C
Male,53,Yes,4.0,Entertainment,No,1.0,Average,Hydro,B
Male,52,Yes,5.0,Executive,Yes,5.0,High,Solar,C
Female,66,Yes,2.0,Lawyer,No,0.0,Average,Solar,C
Male,26,No,2.0,Entertainment,No,6.0,Low,Hydro,D
Male,38,Yes,5.0,Marketing,Yes,,Low,Solar,A
Female,25,No,4.0,Homemaker,No,,Low,Solar,D
Female,53,Yes,2.0,Artist,No,8.0,Average,Solar,C
Female,87,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Male,28,No,2.0,Healthcare,No,1.0,Low,Solar,D
Female,37,Yes,3.0,Artist,Yes,7.0,High,Solar,C
Female,42,Yes,1.0,Artist,Yes,,Low,Solar,C
Female,25,Yes,2.0,Artist,No,1.0,Average,Tidal,D
Female,33,Yes,3.0,Engineer,No,6.0,Low,Solar,D
Female,33,No,3.0,Healthcare,Yes,,Low,Biomass,D
Male,46,Yes,2.0,Artist,Yes,1.0,Low,Solar,C
Male,33,No,4.0,Healthcare,No,2.0,Low,Wind,C
Male,26,No,3.0,Entertainment,No,1.0,Low,Solar,D
Male,32,No,4.0,Doctor,No,6.0,Low,Solar,D
Female,25,No,1.0,Healthcare,No,,Low,Solar,D
Female,18,No,,Healthcare,No,1.0,Low,Solar,D
Female,22,No,4.0,Engineer,No,0.0,Low,Solar,D
Male,19,No,4.0,Healthcare,No,2.0,Low,Solar,D
Male,46,Yes,4.0,Artist,Yes,0.0,High,Solar,C
Male,19,No,4.0,Healthcare,No,4.0,Low,Solar,D
Male,45,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Female,52,Yes,3.0,Engineer,Yes,1.0,Average,Solar,C
Female,42,Yes,5.0,Engineer,Yes,,Average,Wind,B
Male,47,Yes,3.0,Entertainment,No,1.0,Average,Wind,C
Male,45,Yes,4.0,Homemaker,No,,Average,Solar,C
Male,32,No,,Healthcare,No,,Low,Geothermal,D
Male,41,Yes,3.0,Executive,No,5.0,High,Hydro,A
Female,28,No,1.0,Homemaker,Yes,,Low,Solar,D
Male,37,Yes,4.0,Executive,No,9.0,High,Solar,A
Female,20,Yes,2.0,Engineer,No,8.0,Average,Geothermal,D
Female,73,Yes,1.0,Lawyer,Yes,3.0,Low,Solar,C
Male,51,Yes,3.0,Artist,Yes,0.0,Average,Solar,C
Male,18,Yes,4.0,Engineer,Yes,,Average,Solar,D
Male,42,Yes,3.0,Engineer,No,1.0,Average,Hydro,A
Male,20,No,3.0,Healthcare,No,1.0,Low,Wind,D
Female,23,No,3.0,Doctor,No,0.0,Low,Wind,D
Male,31,Yes,2.0,Homemaker,Yes,2.0,Low,Tidal,A
Female,33,Yes,3.0,Homemaker,Yes,1.0,Low,Geothermal,A
Male,21,No,6.0,Healthcare,No,9.0,Low,Solar,D
Male,51,Yes,7.0,Doctor,Yes,5.0,Average,Solar,C
Male,47,Yes,4.0,Artist,Yes,0.0,Average,Solar,C
Male,20,No,4.0,Healthcare,No,0.0,Low,Solar,D
Male,21,No,2.0,Healthcare,No,0.0,Low,Solar,D
Male,22,No,3.0,Healthcare,No,1.0,Low,Solar,D
Female,32,No,4.0,Engineer,Yes,9.0,Low,Solar,D
Female,30,No,1.0,Healthcare,Yes,8.0,Low,Solar,D
Male,61,Yes,1.0,Doctor,Yes,1.0,Low,Solar,B
Male,43,Yes,4.0,Entertainment,No,0.0,Average,Hydro,A
Male,25,No,1.0,Doctor,Yes,8.0,Low,Solar,D
Male,46,Yes,3.0,Entertainment,No,0.0,Average,Solar,C
Female,53,Yes,2.0,Engineer,No,12.0,Low,Wind,A
Male,55,Yes,2.0,Doctor,Yes,0.0,High,Solar,C
Female,42,Yes,3.0,Engineer,No,0.0,Low,Solar,A
Female,26,No,1.0,Marketing,Yes,11.0,Low,Solar,D
Male,29,No,3.0,Healthcare,No,0.0,Low,Solar,D
Male,39,Yes,4.0,Artist,Yes,4.0,Average,Wind,B
Male,38,Yes,3.0,Artist,Yes,1.0,Average,Solar,C
Male,69,Yes,2.0,Entertainment,Yes,,Average,Solar,B
Female,25,No,3.0,Artist,No,6.0,Low,Solar,D
Female,26,No,4.0,Artist,Yes,4.0,Low,Solar,D
Male,51,Yes,5.0,Executive,No,0.0,High,Solar,C
Male,30,Yes,2.0,Homemaker,No,8.0,Average,Solar,A
Female,28,Yes,2.0,Homemaker,No,,Average,Wind,A
Female,33,No,2.0,Homemaker,No,8.0,Low,Solar,D
Female,41,No,1.0,Engineer,Yes,,Low,Solar,A
Male,71,No,2.0,Lawyer,No,,Low,Solar,A
Male,42,Yes,3.0,Executive,Yes,5.0,High,Solar,A
Male,71,Yes,1.0,Lawyer,Yes,2.0,Low,Solar,B
Male,35,Yes,5.0,Artist,No,6.0,Average,Solar,B
Male,28,No,5.0,Marketing,No,0.0,Low,Solar,D
Male,31,Yes,2.0,Artist,Yes,1.0,Average,Wind,A
Male,43,Yes,3.0,Artist,Yes,2.0,Average,Solar,B
Female,77,Yes,2.0,Lawyer,No,0.0,High,Solar,A
Female,71,Yes,1.0,Engineer,Yes,0.0,Low,Solar,C
Female,47,Yes,2.0,Engineer,Yes,0.0,Average,Solar,C
Female,26,No,1.0,Homemaker,No,9.0,Low,Solar,D
Male,40,Yes,4.0,Doctor,No,4.0,Average,Solar,B
Female,72,Yes,2.0,Lawyer,Yes,0.0,High,Solar,C
Female,73,Yes,2.0,Artist,Yes,1.0,High,Solar,C
Male,26,No,6.0,Healthcare,Yes,1.0,Low,Wind,D
Female,57,Yes,3.0,Engineer,Yes,,High,Wind,C
Male,30,Yes,3.0,Artist,No,,Average,Solar,D
Female,36,Yes,3.0,Artist,No,,Average,Solar,C
Male,52,Yes,4.0,Entertainment,No,10.0,Average,Solar,C
Male,42,Yes,2.0,Artist,Yes,3.0,Average,Solar,C
Male,52,Yes,1.0,Engineer,No,,Low,Solar,A
Male,28,Yes,3.0,Artist,Yes,0.0,Average,Tidal,A
Female,43,Yes,1.0,Homemaker,No,7.0,Low,Solar,A
Male,43,No,1.0,Artist,Yes,,Low,Solar,A
Male,25,No,4.0,Doctor,No,0.0,Low,Solar,D
Male,52,Yes,3.0,Executive,Yes,1.0,High,Solar,C
Female,28,No,1.0,Homemaker,Yes,9.0,Low,Solar,D
Male,56,Yes,4.0,Entertainment,Yes,0.0,Average,Solar,C
Male,38,Yes,7.0,Executive,No,12.0,High,Solar,A
Male,83,Yes,2.0,Lawyer,No,1.0,High,Solar,B
Male,82,Yes,2.0,Lawyer,Yes,,High,Solar,B
Male,32,Yes,,Homemaker,Yes,8.0,Low,Solar,D
Female,35,No,1.0,Homemaker,Yes,12.0,Low,Solar,A
Male,40,Yes,2.0,Marketing,Yes,0.0,Low,Solar,B
Female,25,No,1.0,Homemaker,Yes,13.0,Low,,D
Female,39,Yes,3.0,Artist,Yes,,Average,Solar,C
Male,25,No,1.0,Artist,Yes,7.0,Low,Solar,D
Male,52,Yes,4.0,Artist,Yes,0.0,Low,Solar,C
Male,33,No,4.0,Artist,No,0.0,Low,Geothermal,D
Male,28,No,3.0,Artist,Yes,6.0,Low,Solar,D
Female,43,No,1.0,Artist,Yes,0.0,Low,Solar,A
Male,30,No,,Artist,Yes,8.0,Low,Geothermal,D
Female,84,Yes,2.0,Lawyer,Yes,1.0,High,Solar,A
Male,48,Yes,4.0,Executive,Yes,6.0,High,Solar,C
Female,55,Yes,2.0,Engineer,No,3.0,Average,Solar,C
Female,37,Yes,1.0,Homemaker,Yes,8.0,Low,Solar,A
Male,38,Yes,3.0,Engineer,Yes,11.0,Average,Solar,A
Female,28,No,3.0,Doctor,Yes,,Low,Solar,D
Male,86,Yes,1.0,Lawyer,Yes,,Low,Solar,A
Female,35,No,1.0,Homemaker,No,9.0,Low,Solar,A
Male,35,No,2.0,Entertainment,No,0.0,Low,Solar,A
Female,46,Yes,1.0,Lawyer,No,0.0,Low,Solar,A
Female,79,Yes,1.0,Lawyer,Yes,0.0,Low,Solar,C
Male,63,Yes,2.0,Lawyer,Yes,5.0,High,Solar,C
Female,50,Yes,3.0,Doctor,Yes,,High,Solar,C
Female,35,No,1.0,Entertainment,Yes,0.0,Low,Solar,A
Male,65,Yes,1.0,Doctor,No,,Low,Solar,A
Male,50,Yes,4.0,Artist,No,0.0,Average,Solar,C
Female,27,No,,Homemaker,No,,Low,Wind,D
Male,45,Yes,3.0,Executive,Yes,0.0,High,Solar,C
Female,36,No,4.0,Homemaker,Yes,0.0,Low,Solar,A
Male,43,Yes,2.0,Entertainment,No,11.0,Average,Solar,A
Male,62,Yes,5.0,Marketing,Yes,1.0,High,Solar,C
Male,57,Yes,2.0,Artist,Yes,2.0,Average,Solar,C
Male,51,No,1.0,Marketing,No,9.0,Low,Solar,C
Male,59,Yes,1.0,Artist,Yes,0.0,Low,Wind,B
Female,27,Yes,4.0,Artist,No,0.0,Low,Solar,D
Female,83,Yes,2.0,Lawyer,No,,High,Solar,A
Male,50,Yes,3.0,Entertainment,Yes,6.0,Low,Solar,C
Male,75,Yes,3.0,Executive,Yes,1.0,High,Solar,B
Male,28,No,2.0,Executive,No,2.0,Low,Wind,D
Male,39,Yes,2.0,Artist,Yes,9.0,Average,Solar,C
Female,69,Yes,2.0,Doctor,Yes,0.0,Average,Solar,C
Female,41,No,1.0,Artist,Yes,1.0,Low,Hydro,A
Female,28,,5.0,Healthcare,Yes,0.0,Low,Wind,D
Female,39,Yes,3.0,Entertainment,No,1.0,High,Wind,A
Male,47,No,1.0,Artist,Yes,0.0,Low,Wind,B
Female,62,Yes,1.0,Engineer,Yes,1.0,Low,Wind,C
Female,41,,4.0,Engineer,No,0.0,Low,Wind,A
Male,49,Yes,3.0,Doctor,Yes,5.0,Average,Geothermal,C
Female,52,Yes,2.0,Artist,Yes,8.0,Low,Solar,C
Female,48,Yes,,Entertainment,No,2.0,Average,Hydro,A
Female,26,No,2.0,Healthcare,Yes,7.0,Low,Wind,D
Female,72,Yes,1.0,Engineer,Yes,1.0,Low,Solar,B
Female,47,Yes,3.0,Artist,Yes,0.0,Low,Hydro,C
Female,19,No,2.0,Healthcare,No,1.0,Low,Hydro,D
Female,21,No,3.0,Healthcare,No,1.0,Low,Not Interested,D
Male,39,No,1.0,Entertainment,No,1.0,Low,Solar,A
Female,52,No,1.0,Artist,Yes,0.0,Low,Solar,A
Male,37,Yes,3.0,Entertainment,No,8.0,Average,Solar,C
Male,51,Yes,2.0,Entertainment,No,0.0,Low,Solar,A
Male,48,Yes,3.0,Engineer,No,1.0,Average,Solar,C
Male,22,No,3.0,Healthcare,No,,Low,Solar,D
Male,47,Yes,4.0,Executive,Yes,1.0,High,Solar,C
Female,45,Yes,3.0,Engineer,No,0.0,Average,Solar,C
